Row Labels,Top 100 Singles,Highest Position
Corbin Bleu & Lucas Grabeel,1,70
Cadets,1,15
Corey,1,63
Chuck Brown & The Soulsearchers,1,34
Buddy Greco,1,64
Delinquent Habits,1,35
Brian McComas,1,57
Cake,1,78
Chee-Chee & Peppy,1,49
Cal Smith,1,64
Cheers,1,6
Denine,1,72
Brooke Hogan,1,33
Cantina Band,1,81
Coro,1,54
Denny Reed,1,94
Central Line,1,84
Charlene & Stevie Wonder,1,46
Chef Raekwon,1,0
Derek Martin,1,78
Cannibal & The Headhunters,1,30
Desmond Child & Rouge,1,51
Cory,1,89
Charles Brown,1,76
Cory Daye,1,76
Charles Fox,1,75
Cotton, Lloyd & Christian,1
Cissy Houston,1,92
The Chemical Brothers,1,80
City Boy,1,27
Count Basie & His Orch.,1,94
Diana Ross & Lionel Richie,1,1
Count Five,1,5
Bubble Puppy,1,14
Brother Beyond,1,27
Bunker Hill,1,33
Country Coalition,1,96
Dan Hill & Vonda Sheppard,1,6
Country Joe & The Fish,1,95
Dan Reed Network,1,38
Country Joe McDonald,1,92
Dana,1,59
Courtship,1,93
Choirboys,1,80
Cher & Peter Cetera,1,6
Bunkers,1,43
Buddy Hackett,1,87
Choppa,1,94
Cowboy Church Sunday School,1,8
Daniel Powter,1,1
Cowboy Copas,1,63
Cartel,1,89
Cathy Carroll,1,91
Danleers,1,7
Coyote Sisters,1,66
Chris Andrews,1,94
Cheri,1,39
Danny Holien,1,66
Cozy Morley,1,62
Danny O'Keefe,1,9
Cozy Powell,1,49
Danny Valentino,1,95
Crabby Appleton,1,36
Chris Barber's Jazz Band,1,5
Cracker,1,64
Danny Zella & His Zell Rocks,1,71
Cheri & Marie Currie,1,95
Dante Thomas,1,85
Cherie,1,99
Danzig,1,43
Chad Brock & Hank Williams Jr. & George Jones,1,75
Brent Bourgeois,1,32
Cherrelle,1,79
Champ Butler,1,77
Crampton Sisters,1,92
Darrow Fletcher,1,89
Cherrelle & Alexander O'Neal,1,26
Chris Columbo Quintet,1,93
Crash Craddock,1,94
Daryl Braithwaite,1,47
Cherry People,1,45
Burt Reynolds,1,88
Crawler,1,65
Daryle Singletary,1,90
Crazy Elephant,1,12
Chris Cornell,1,79
Crazy Frog,1,50
Bus Boys,1,68
Cheryl Barnes,1,64
Casey Kelly,1,52
Crazy Town,1,1
Chris Cuevas,1,58
Crazy World of Arthur Brown,1,2
Dave Gardner,1,22
Cheryl Ladd,1,34
Chris De Burgh,1,34
Creative Source,1,69
Brotherhood Creed,1,53
Buddy Johnson & His Orchestra,1,94
Dave York & The Beachcombers,1,95
Brighter Side of Darkness,1,16
Chris Hodge,1,44
Crescendos,1,5
David & Jonathan,1,18
Crescents,1,69
Casey Weston,1,90
British Lions,1,87
Cannonball Adderley Quintet,1,86
Crest's,1,86
David Blue,1,94
Cretones,1,79
David Bowie & Pat Metheny Group,1,32
Buddy Morrow,1,82
Cash Money Millionaires,1,47
Chad Kroeger,1,3
Butanes,1,96
Cheryl 'Pepsii' Riley,1,32
David Crosby & Graham Nash,1,89
Chesney Hawkes,1,10
David Dundas,1,17
Carol Jarvis,1,48
Brian Setzer Orchestra,1,94
Camp Lo,1,50
Butterflys,1,51
Buddy Starcher,1,39
David Gilmour,1,62
Carol Lynn Townes,1,77
Buzz Clifford,1,6
Cross Country,1,30
Brian Wilson,1,32
Crossfade,1,81
Christian Castro,1,78
Caterina Valente,1,8
David Hudson,1,59
Cheyenne Kimball,1,53
David Laflamme,1,89
Brooke Valentine,1,23
David Lee Murphy,1,44
CRU,1,68
Bryan Adams & Tina Turner,1,15
Crucial Conflict,1,18
David Pack,1,95
Chi Coltrane,1,17
Christina Aguilera & Beverly McClellan,1,74
Crush,1,72
David Sanborn,1,53
Carolina Liar,1,67
David Thorne,1,76
Crystal Bowersox,1,57
Christina Aguilera & Chris Mann,1,85
Cathy Jean & The Roomates,1,12
Captain Hollywood Project,1,17
Brother Jack McDuff,1,95
Dawn Penn,1,58
Carolyne Mas,1,71
Daybreak,1,94
Buffy,1,78
Daze,1,88
C-Side,1,72
DC Talk,1,29
CSS,1,63
Brooks O'Dell,1,58
Chicago Bears Shufflin' Crew,1,41
Deadly Nightshade,1,79
Chicago Loop,1,37
Christopher Atkins,1,71
Cugini,1,88
Dean Christie,1,87
Chaka Demus & Pliers,1,57
Bro Smith,1,57
Culture Beat,1,17
Dean Parrish,1,97
Chico Holiday,1,74
Caslons,1,89
Cupid,1,66
Christopher Max,1,75
Cupids,1,57
Debbie Campbell,1,84
Buggles,1,40
Debbie Dovale,1,81
Curiosity Killed the Cat,1,42
Canibus,1,28
Current,1,94
Christopher Paul & Sean,1,91
Curtie & The Boombox,1,81
Cast of Camp Rock,1,33
Chicory,1,91
Deborah Allen,1,26
Bull & The Matadors,1,39
Debra Laws,1,90
Chiddy Bang,1,90
C.J. & Company,1,36
Cut 'N' Move,1,76
Ca$hOut,1,36
Caron Wheeler,1,53
Cee Farrow,1,82
Cyclones,1,83
Deep Blue Something,1,0
Cymande,1,48
Cab Calloway,1,89
Brother to Brother,1,46
Default,1,13
Cyndi Grecco,1,25
Degrees of Motion,1,94
Bull Moose Jackson,1,98
Deja Vu,1,58
Cyndi Thomson,1,26
BT,1,98
Bronski Beat,1,48
Del Reeves,1,96
Cynthia & Johnny O,1,53
Del Vikings,1,12
Bulldog,1,44
Chanters,1,41
Chakachas,1,8
Delegates,1,8
Cham,1,77
Caesars,1,70
Bruce Foster,1,63
BTR,1,97
D Train,1,79
Carefrees,1,39
D. J. Rogers,1,98
Carl Butler,1,88
D.C. LaRue,1,94
Chargers,1,95
D.H.T.,1,8
Demi Lovato & Joe Jonas,1,9
D.R.S.,1,4
Cal Tjader,1,88
Cannonball Adderley Orchestra,1,41
Cast of Rent,1,33
China Anne McClain,1,86
Dennis Coffey,1,0
Cathy & Joe,1,82
Castaways,1,12
Da Youngsta's,1,68
Cali Swag District,1,28
Daddy Dewdrop,1,9
Denny Vaughn,1,70
Brooke White,1,47
Deon Estus,1,5
Daddy-O's,1,39
California Raisins,1,84
Chipmunks,1,40
Chumbawamba,1,6
Daisy Dee,1,73
Derringer,1,86
Dakota Moon,1,69
Chunky A,1,77
Chocolate Milk,1,69
Desmond Dekker & The Aces,1,9
Choice Four,1,91
Charles & Eddie,1,13
Dale Ward,1,25
Calling,1,5
Dale Wright & The Rock-Its,1,38
Dev & Enrique Iglesias,1,99
Dale Wright & The Wright Guys,1,77
Circus,1,91
Dallas Frazier,1,72
Devotions,1,36
Damage,1,82
Citizen King,1,25
Choir,1,68
Castle Sisters,1,100
Damian 'Jr. Gong' Marley,1,55
Diana DeGarmo,1,14
Brooklyn Bounce,1,95
Calvin Arnold,1,72
Damizza Presents Shade Sheist,1,95
Charles Randolph Grean Sounde,1,13
Carroll Brothers,1,100
Clarence Ashe,1,99
Dan Baird,1,26
Diana Ross, Marvin Gaye, Smokey Robinson & Stevie Wonder
Bumble Bee Unlimited,1,92
Clarence Clemons & Jackson Browne,1,18
Dan Fogelberg & Tim Weisberg,1,24
Diane Ray,1,31
Cool Breeze,1,73
Cambridge Strings & Singers,1,60
Cool Heat,1,89
Click 5,1,11
Bloodhound Gang,1,52
Apocalyptica,1,78
Alana Davis,1,37
Arlan Day,1,71
Breeders,1,44
Barbra & Neil,1,1
Angel City,1,95
4 of Us,1,77
Bobby Moore,1,99
Ashley Tisdale & Lucas Grabeel,1,76
Alejandro Sanz,1,100
Barbra Streisand & Bryan Adams,1,8
Blaine Larsen,1,91
Barbra Streisand & Don Johnson,1,25
Arthur Lyman,1,55
Barbra Streisand & Donna Summer,1,1
September,1,74
Barbra Streisand & Kim Carnes,1,51
Anne Hathaway,1,69
Ashton Shepherd,1,95
3rd Bass,1,29
Ashton, Gardner & Dyke,1
Boomer Castleman,1,33
Ahmad,1,26
Agnetha Faltskog & Peter Cetera,1,93
A Rocket To The Moon,1,91
Blackout Allstars,1,25
Barney Kessel Orchestra,1,0
Blendells,1,62
Baron Stewart,1,91
Blue County,1,63
Barrett Strong,1,23
Bluenotes,1,61
Barron Knights,1,70
311,1,59
Barry & The Tamerlanes,1,21
10 Years,1,94
Aimee Mann,1,0
Anna King,1,67
Barry Gibb,1,37
Bobby Hatfield,1,95
Barry Gordon,1,52
Bobby Pinson,1,88
Alice Deejay,1,27
Anya Marina,1,88
Alice In Chains,1,92
Bonnie McKee,1,87
Alice Wonder Land,1,62
Boss,1,65
Barry Ryan,1,86
Alessi,1,71
Barry Sadler,1,1
4 by Four,1,79
4 P.M.,1,8
Argent,1,5
Barry Young,1,13
BLACKstreet, Dirty Ol' Bastard & Slash,1
A$AP Ferg,1,100
Blake Shelton & Dia Frampton,1,57
Baskerville Hounds,1,88
7 Mile,1,50
Bastille,1,18
Blow Monkeys,1,14
Astors,1,63
Andy Stewart,1,69
Alien Ant Farm,1,23
Baby Boy Da Prince,1,21
Baz Luhrmann,1,45
Blues Project,1,96
2 Pistols,1,24
12 Gauge,1,28
Alison Gold,1,29
Bob Dylan & The Band,1,66
The Band,1,66
Beanie Sigel & Freeway,1,55
Bob McFadden & Dor,1,39
Alison Krauss & Union Station,1,0
Adam Clayton & Larry Mullen,1,7
Astronauts,1,94
Ann Wilson,1,61
Ataris,1,20
Bobby Cole,1,79
ATC,1,28
Artists for Haiti,1,2
Art & Dotty Todd,1,6
Ballads,1,65
Beau Coup,1,80
Bobby Pedrick, Jr.,1
Beau-Marks,1,45
Annie Lennox & Al Green,1,9
BeBe & CeCe Winans,1,90
Bobby Vee & The Crickets,1,99
BeBe Winans,1,83
Bodeans,1,16
Alkaholiks,1,66
Bonnie & The Treasures,1,77
Beckmeier Brothers,1,53
Bonnie Sisters,1,18
All City,1,75
Band Aid,1,13
Athenaeum,1,58
Bandit,1,77
Before Dark,1,77
Barbara & The Browns,1,97
Beginning of the End,1,15
Boys In The Band,1,48
Atlanta Disco Band,1,94
Brady Seals,1,91
Bell & James,1,15
Aretha Franklin & George Benson,1,46
All Time Low,1,67
Bravo All Stars,1,60
A.B. Skhy,1,100
Brecker Brothers,1,58
Bella Thorne,1,97
BLACKstreet & Janet,1,47
Bella Thorne & Zendaya,1,86
Blades of Grass,1,87
A.L.T. & Lost Civilization,1,48
Al Kent,1,49
Belle Epoque,1,92
Blaze,1,95
Airwaves,1,62
Andy Griffith,1,26
4 The Cause,1,82
3 Man Island,1,94
Belly,1,95
Andy Rose,1,69
A.R. Rahman & The Pussycat Dolls,1,15
Blue,1,88
Attitudes,1,94
Blue Haze,1,27
Alley Cats,1,43
Blue Mink,1,64
Allisons,1,93
Alabama Shakes,1,93
Auburn,1,51
Blue Zone U.K.,1,54
Benjamin Orr,1,24
Baby Cortez,1,10
Benny Bell,1,30
Baby Talk,1,71
Benny Goodman Trio & Rosemary Clooney,1,20
Bob & Doug McKenzie,1,16
Audience,1,74
Bob Braun,1,26
Benny Spellman,1,80
Arpeggio,1,70
Akon & Sweet Rush,1,97
Bob James,1,88
Benzino,1,82
Bob Luman,1,7
Afrique,1,47
Bob Moore & His Orchestra,1,7
Berlin Philharmonic,1,90
Bob Sharples & His Music,1,52
Bermudas,1,62
Anita Cochran & Steve Wariner,1,59
Bernadette Carroll,1,47
Ann Cole,1,99
Audrey Arno & The Hazy Osterwald Sextet,1,87
9.9,1,51
Augie Rios,1,47
Afrika Bambaataa,1,48
August Alsina-Trinidad James,1,48
AnnaSophia Robb,1,90
Bert Sommer,1,48
Badlees,1,67
Bertha Tillman,1,61
Artists Stand Up to Cancer,1,11
Art Garfunkel, James Taylor & Paul Simon,1
Annie Laurie,1,61
Beth Hart,1,90
Bobby McClure,1,97
Aloe Blacc,1,79
Bobby Moore's Rhythm Aces,1,97
Alpha Rev,1,100
Bobby Peterson Quintet,1,71
Betty Boo,1,90
Bobby Ross Avila,1,86
Alpha Team,1,74
Bobby Scott,1,13
Aurra,1,71
Anson Williams,1,93
Sunday,1,98
Banana Splits,1,96
Alton McClain,1,32
Anything Box,1,65
Austin Mahone,1,66
Apache,1,67
Betty Smith Group,1,50
Afters,1,55
20 Fingers,1,14
Apollonia 6,1,85
Alvin Robinson,1,52
3T,1,0
Beverley Sisters,1,41
Book of Love,1,90
4,1,46
Boomtown Rats,1,73
Amanda,1,81
Boots Walker,1,77
Beyonce & Shakira,1,3
Boston Pops Orchestra,1,55
Amanda Brown,1,97
Bow Wow & Omarion,1,33
Amanda Marshall,1,43
Adrian Kimberly,1,34
Austin Taylor,1,90
Boyd Bennett,1,73
Autograph,1,29
Boys Club,1,8
Aaron Lines,1,38
Archie Bleyer,1,61
Big Bub,1,70
Brad Paisley & Carrie Underwood,1,17
Amazulu,1,90
Brainstorm,1,86
Big Daddy Kane,1,31
Brandi Carlile,1,75
Big Dee Irwin,1,38
Brandy, Tamia, Gladys Knight & Chaka Khan
Big Jay McNeely & Band,1,44
Alex Clare,1,7
Big Maybelle,1,96
Aretha Franklin & Whitney Houston,1,41
21st Century,1,100
Breathe Carolina,1,32
Big Noise,1,97
Blackjack,1,62
Big Pig,1,60
Andy Gibb & Victoria Principal,1,51
Amber Carrington,1,92
BLACKstreet & Mya,1,14
Big Ric,1,91
Blackwell,1,89
Big Sambo & The House Wreckers,1,74
Blahzay Blahzay,1,0
Amboy Dukes,1,16
Blair,1,86
Big Sister,1,91
504 Boyz,1,17
2Ge+her,1,87
2 Hyped Brothers & A Dog,1,90
Big Trouble,1,71
Blend,1,91
Automatic Man,1,97
Blenders,1,61
Bilal,1,71
Blind Melon,1,20
Bill Amesbury,1,59
Blinky & Edwin Starr,1,92
Amel Larrieux,1,97
Andy Pratt,1,78
Autry Inmann,1,48
Bloodrock,1,36
Bill Brandon,1,80
Blossoms,1,79
Al Brown's Tunetoppers,1,23
Armin van Buuren,1,96
Avant-Garde,1,40
Baauer,1,1
American Authors,1,35
Blue Diamonds,1,72
Abaco Dream,1,74
Blue Jays,1,31
American Comedy Network,1,70
Blue Mercedes,1,66
Bill Engvall & Travis Tritt,1,43
Blue Notes,1,78
American Flyer,1,80
Andy Stewart & The White Heather Group,1,77
Art Linkletter,1,42
Blue Stars,1,16
Aventura,1,97
Blue Train,1,46
Bill LaBounty,1,65
Blue-Belles,1,15
American Hi-Fi,1,41
Ace Frehley,1,13
Bill Medley & Jennifer Warnes,1,1
Baby Jane & The Rockabyes,1,69
Bill Parsons,1,2
Baby Ray,1,69
Bill Pursell,1,9
Around the Way,1,89
Bill Quateman,1,86
Angelica,1,29
American Idol Finalists,1,4
Afternoon Delights,1,33
Bill Wray,1,96
Alan Jackson & Jimmy Buffett,1,17
Bill Wyman,1,87
Bob Carroll,1,61
49ers,1,78
Bob Crewe,1,96
Billie Myers,1,15
Angels & Airwaves,1,55
Al Corley,1,80
Bob Geldof,1,82
Billie Sans,1,91
Bob Kayli,1,96
American Idol Finalists Season 4,1,39
Ace Spectrum,1,57
Al DeLory,1,70
Bob Marley,1,51
Billy Abbott & The Jewels,1,55
Bob McGilpin,1,91
American Idol Top 8,1,43
Alan Price Set,1,80
Billy Burnette,1,68
Anita & Th' So-And-So's,1,91
Billy Butler & The Chanters,1,60
Bob Weir,1,70
Arianna,1,97
Bad Boys Blue,1,81
Billy Crystal,1,58
Bad Boy's Da Band,1,50
Abbey Tavern Singers,1,94
Bobby Arvon,1,72
Billy Dean,1,68
1927,1,100
Billy Eckstine,1,76
Ann Wilson & Robin Zander,1,6
Billy Edd Wheeler,1,50
Bobby Brackins,1,76
Billy Falcon,1,35
Anna King & Bobby Byrd,1,52
Al Downing,1,85
Bobby Callender,1,95
Art Lund,1,89
Bobby Comstock,1,57
Billy Graves,1,53
Artists Against AIDS,1,27
Amii Stewart & Johnny Bristol,1,63
Adam Levine & Javier Colon,1,45
2NU,1,46
Anne Shelton,1,59
Billy Joe & The Checkmates,1,10
Adam Levine & Tony Lucca,1,68
Amy Grant & Vince Gill,1,37
Bobby Hamilton,1,40
Amy Holland,1,22
Adam Sandler,1,80
Billy Joel & Ray Charles,1,75
Artists United Against Apartheid,1,38
Abra Moore,1,63
Bobby Marchan,1,31
Billy Leach,1,86
Bobby McFerrin,1,1
Billy Lee Riley,1,93
Bobby Moore & The Rhythm Aces,1,27
Billy Lemmons,1,93
Bobby Parker,1,51
Billy May & His Orchestra,1,49
Bobby Peterson,1,96
Armenian Jazz Sextet,1,67
Bobby Pickett,1,88
Anacostia,1,90
Ballin' Jack,1,93
Anais,1,79
Balloon Farm,1,37
AZ,1,0
2 of Clubs,1,92
Billy Rankin,1,52
Bobby Shafto,1,99
Anastacia,1,92
Baltimore & Ohio Marching Band,1,94
Billy Ray Cyrus & Miley Cyrus,1,37
Bama,1,86
Art N' Soul,1,72
Bobby Vee & The Shadows,1,77
Billy Scott,1,73
Antoine Dodson & The Gregory Brothers,1,89
Andre Gagnon,1,95
Bobby Womack & Patti LaBelle,1,88
Andre Previn,1,46
Bobby Wood,1,74
Billy Storm,1,28
Body Head Bangerz,1,81
Azul Azul,1,70
Bone Crusher,1,26
B Angie B,1,54
Bones,1,94
Billy Thorpe,1,41
Bonham,1,55
Billy Thunderkloud & The Chieftones,1,92
Bonnie Boyer,1,43
Andrea Carroll,1,45
Bonnie Lou,1,14
B Rich,1,98
Appalachians,1,62
5 Chanels,1,98
Bonnie Raitt & Bryan Adams,1,0
Billy Walker,1,83
Alchemist,1,95
Andrea Martin,1,82
April Stevens & Nino Tempo,1,77
Abstrac',1,89
Boomkat,1,88
Afroman,1,13
Boots Brown & His Blockbusters,1,23
Bimbo Jet,1,43
Band of Gold,1,64
Accents,1,51
Band of The Black Watch,1,75
Bing Crosby & Carol Richards,1,78
Adrian Belew,1,58
Bing Crosby & Frank Sinatra,1,92
Aftershock,1,52
Bing Crosby & Grace Kelly,1,3
Agnetha Faltskog,1,29
Bing Crosby & Louis Armstrong,1,88
Bow Wow or R. Kelly,1,12
Bing Crosby & The Buddy Cole Trio,1,49
Aquatones,1,21
B.C. Generation,1,56
Banzaii,1,98
Bird York,1,64
Arcade Fire,1,99
Birdlegs & Pauline & Their Versatility Birds,1,94
Barbara & The Uniques,1,91
Andrew Ridgeley,1,77
Boys Band,1,61
Birdman & Lil Wayne,1,21
Boys Don't Cry,1,12
Biscuit,1,85
Adventures,1,95
Biz Markie,1,9
Boyz N Da Hood,1,56
Bizarre Inc,1,47
Arctic Monkeys,1,83
4 Non Blondes,1,14
Brad Paisley & Keith Urban,1,55
Andru Donalds,1,38
Braids,1,42
Andy & David Williams,1,92
Bram Tchaikovsky,1,37
Andy Fairweather Low,1,87
Aretha Franklin & Elton John,1,16
Andy Fraser,1,82
Brandon,1,64
Black Men United,1,28
Brandy & Monica,1,1
B.G.,1,36
Aretha Franklin & George Michael,1,1
B.G. Prince of Rap,1,72
Alex Brown,1,76
Black Rob,1,43
Bravery,1,97
2 Chainz & Wiz Khalifa,1,16
Braxtons,1,83
Arthur Baker,1,93
A Great Big World,1,4
44,1,89
Alexandra Stan,1,21
Andy Gibb & Olivia Newton-John,1,12
Breathless,1,92
5000 Volts,1,26
Alfi & Harry,1,44
Blackhawk,1,41
Sun,1,76
Barbara Greene,1,86
N.W.A,1,38
